frame, time,Link1: EndX (m),Link1: EndY (m),Link2: EndX (m),Link2: EndY (m),Joint1: JointValue (degree),Joint2: JointValue (degree),
49,0.48,0.255983812427422,0.429502372257852,-0.361274629114534,0.759641761524258,59.2050186543366,92.6549753785142,
50,0.49,0.221777712796441,0.448123471943592,-0.418821718596783,0.730315549257393,63.6690477030622,92.5568596531645,
51,0.5,0.186154581391998,0.464054384557209,-0.474103105302159,0.696561991231228,68.1419,92.45855,
52,0.51,0.149397544108458,0.477158646379128,-0.526671394854261,0.658627072750833,72.6147522969379,92.3602403468355,
53,0.52,0.111805544625882,0.48733922496646,-0.576116026519747,0.616814751428139,77.0787813456634,92.2621246214858,
54,0.53,0.0736872135298846,0.494540387190168,-0.62207149387914,0.571480760626508,81.5251987192942,92.164395986421,
55,0.54,0.0353545319136232,0.498748490797886,-0.664224373451083,0.523025129130216,85.9452854961832,92.0672460764429,
56,0.55,-0.0028835006761274,0.499991685354717,-0.702318944141582,0.471883671830407,90.3304266695195,91.9708642423897,
57,0.56,-0.0407269874148888,0.49833855208694,-0.736161238910748,0.418518743477832,94.6721451468243,91.8754368038548,
58,0.57,-0.0778908509676938,0.493895753510322,-0.765621434863015,0.363409570429502,98.9621352051621,91.7811463138686,
59,0.58,-0.114109974031127,0.486804800537768,-0.790634555369247,0.307042482892268,103.192295270035,91.6881708384449,
60,0.59,-0.149143620773185,0.477238075160254,-0.81119952406374,0.249901362511092,107.354759888594,91.5966832538359,
61,0.6,-0.182779030577975,0.465394269389918,-0.827376672085673,0.192458598282763,111.441930770992,91.5068505642683,
62,0.61,-0.21483411300804,0.451493415110396,-0.839283853671769,0.13516680955057,115.446506777358,91.4188332428544,
63,0.62,-0.245159211424381,0.43577168454797,-0.847091368725751,0.0784515507652258,119.361512732063,91.3327845982775,
64,0.63,-0.273637940134963,0.41847613757381,-0.851015922643577,0.0227051617376798,123.180326951554,91.2488501697531,
65,0.64,-0.300187134383915,0.399859580791024,-0.851313872656696,-0.0317181275777067,126.896707377107,91.1671671526516,
66,0.65,-0.32475598239058,0.380175685573827,-0.84827401629519,-0.0845057840122247,130.504816209387,91.0878638570511,
67,0.66,-0.347324432860126,0.359674489418407,-0.842210172053181,-0.135389249046998,133.999242947574,91.0110592013564,
68,0.67,-0.367900989227409,0.33859837879927,-0.833453786377532,-0.184144955032637,137.375025742135,90.9368622429817,
69,0.68,-0.386520013125911,0.317178623890617,-0.822346776587511,-0.230594168652594,140.62767097698,90.8653717479516,
70,0.69,-0.403238664371422,0.295632507610296,-0.809234788452629,-0.27460178391472,143.753171003713,90.7966758011161,
71,0.7,-0.418133603646256,0.274161064890323,-0.794461012208625,-0.316074211558595,146.748019957984,90.7308514585202,
72,0.71,-0.431297577866252,0.252947424036506,-0.778360664029352,-0.354956527441805,149.609227595539,90.667964443299,
73,0.72,-0.44283599789385,0.232155721379763,-0.761256203458233,-0.391229049599073,152.334331093346,90.6080688862984,
74,0.73,-0.452863604902025,0.211930543705109,-0.743453322805628,-0.424903513054346,154.921404769232,90.5512071124452,
75,0.74,-0.461501306380052,0.19239684043535,-0.725237713442128,-0.456019004212193,157.369067681673,90.4974094737102,
76,0.75,-0.468873246524571,0.173660239241769,-0.706872587268917,-0.484637804052647,159.676489079735,90.4466942293228,
77,0.76,-0.475104159482824,0.155807694425272,-0.688596910033049,-0.510841272769982,161.843391681673,90.3990674737102,
78,0.77,-0.480317038359288,0.138908396656798,-0.670624286813811,-0.534725889277096,163.870052769232,90.3545231124452,
79,0.78,-0.48463113863821,0.123014874963283,-0.653142428847976,-0.556399538389746,165.757303093346,90.3130428862984,
80,0.79,-0.488160322110562,0.108164226604329,-0.636313124533196,-0.575978117600676,167.506523595539,90.274596443299,
81,0.8,-0.491011736753303,0.0943794170913605,-0.620272635398678,-0.593582515054154,169.119639957984,90.2391414585202,
82,0.81,-0.493284819370143,0.0816706004567471,-0.605132439377121,-0.609335991334369,170.599115003713,90.2066238011161,
83,0.82,-0.495070601120025,0.0700364184311048,-0.590980248099464,-0.623361980482737,171.94793897698,90.1769777479516,
84,0.83,-0.496451291190732,0.0594652459429421,-0.577881231396756,-0.635782310570595,173.169617742135,90.1501262429817,
85,0.84,-0.497500110612539,0.0499363589032253,-0.565879389994958,-0.646715831325975,174.268158947574,90.1259812013564,
86,0.85,-0.4982813463053,0.0414210082467532,-0.554999025856826,-0.65627742576775,175.248056209387,90.1044438570511,
87,0.86,-0.498850594653083,0.0338833914221334,-0.545246268178415,-0.664577374461055,176.114271377107,90.0854051526516,
88,0.87,-0.499255163952393,0.0272815187786413,-0.536610621208756,-0.671721034731121,176.872214951554,90.0687461697531,
89,0.88,-0.499534605755343,0.0215679774863989,-0.529066507464459,-0.677808792775127,177.527724732063,90.0543385982775,
90,0.89,-0.499721346233662,0.0166905997021184,-0.522574786302798,-0.68293624389167,178.087042777358,90.0420452428544,
91,0.9,-0.499841390068987,0.0125930446637335,-0.517084233050501,-0.687194554801929,178.556790770992,90.0317205642683,
92,0.91,-0.499915070916581,0.0092153063144572,-0.512532967912045,-0.690670962071637,178.943943888594,90.0232112538359,
93,0.92,-0.499957824119998,0.00649415900616032,-0.508849826737151,-0.693449361779236,179.255803270035,90.0163568384449,
94,0.93,-0.499980959034566,0.00436355392723849,-0.505955667520489,-0.695610947650146,179.499967205162,90.0109903138686,
95,0.94,-0.499992410037091,0.00275497827613625,-0.503764607401068,-0.697234857740821,179.684301146824,90.0069388038548,
96,0.95,-0.499997447066963,0.00159778800829406,-0.50218518512841,-0.698398793270625,179.816906669519,90.0040242423897,
97,0.96,-0.499999328380979,0.000819523379967063,-0.501121443695108,-0.699179577231756,179.906089496183,90.0020640764429,
98,0.97,-0.499999880135395,0.000346214659026295,-0.500473927336675,-0.699653624826135,179.960326719294,90.000871986421,
99,0.98,-0.499999989456113,0.000102683429336643,-0.500140586599739,-0.69989730245098,179.988233345663,90.0002586214858,
100,0.99,-0.499999999835057,1.2843032021851E-05,-0.50001758488874,-0.699987156747097,179.998528296938,90.0000323468355,
101,1,-0.5,6.12303176911189E-17,-0.5,-0.7,180,90,
